threshold,precision,recall,f1
0.3,0.45554035567715456,0.8903743315508021,0.6027149321266968
0.4,0.48517940717628705,0.8315508021390374,0.6128078817733991
0.5,0.527927927927928,0.7834224598930482,0.6307857911733046
0.6,0.5655021834061136,0.6925133689839572,0.6225961538461539
0.7,0.6380368098159509,0.5561497326203209,0.5942857142857143
